seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	230561932	230562006	75	*	X02534	79605	230457392	230561674	104283	-	257	upstream	257	PGBD5
chr1	231114169	231114288	120	*	X02537	64801	231114823	231136479	21657	+	534	upstream	534	ARV1
chr1	231175724	231176683	960	*	X02539	375061	231154704	231175995	21292	-	0	overlapStart	0	FAM89A
chr1	231297540	231297689	150	*	X02540	440730	231298674	231357314	58641	+	984	upstream	984	TRIM67
chr1	231377500	231377634	135	*	X02541	128061	231359509	231376924	17416	-	575	upstream	575	C1orf131
chr1	231473065	231473154	90	*	X02542	83932	231473682	231490769	17088	+	527	upstream	527	SPRTN
chr1	231762049	231762183	135	*	X02546	27185	231762561	232177019	414459	+	377	upstream	377	DISC1
chr1	232940533	232940603	71	*	X02550	54627	232940638	232946092	5455	+	34	upstream	34	MAP10
chr1	233086338	233086412	75	*	X02551	84284	233086370	233114219	27850	+	0	overlapStart	0	NTPCR
chr1	233431439	233431558	120	*	X02556	80003	233119882	233431459	311578	-	0	overlapStart	0	PCNX2
chr1	233462834	233462938	105	*	X02557	84451	233463514	233520894	57381	+	575	upstream	575	MAP3K21
chr1	233463082	233463621	540	*	X02558	84451	233463514	233520894	57381	+	0	overlapStart	0	MAP3K21
chr1	233749491	233749595	105	*	X02559	3775	233749750	233808258	58509	+	154	upstream	154	KCNK1
chr1	233749776	233749925	150	*	X02560	3775	233749750	233808258	58509	+	0	inside	25	KCNK1
chr1	235491425	235491574	150	*	X02567	51742	235294498	235491532	197035	-	0	overlapStart	0	ARID4B
chr1	235491813	235491917	105	*	X02568	51742	235294498	235491532	197035	-	280	upstream	280	ARID4B
chr1	235492113	235492232	120	*	X02569	51742	235294498	235491532	197035	-	580	upstream	580	ARID4B
chr1	235813569	235813853	285	*	X02572	2786	235710985	235814054	103070	-	0	inside	200	GNG4
chr1	236305429	236305698	270	*	X02575	7107	236305832	236372209	66378	+	133	upstream	133	GPR137B
chr1	236305739	236305843	105	*	X02576	7107	236305832	236372209	66378	+	0	overlapStart	0	GPR137B
chr1	236445520	236445579	60	*	X02577	56605	236378422	236445339	66918	-	180	upstream	180	ERO1B
chr1	236849691	236849899	209	*	X02582	88	236849770	236927558	77789	+	0	overlapStart	0	ACTN2
chr1	237205360	237205464	105	*	X02583	6262	237205702	237997288	791587	+	237	upstream	237	RYR2
chr1	237205935	237206084	150	*	X02584	6262	237205702	237997288	791587	+	0	inside	232	RYR2
chr1	241520809	241520913	105	*	X02589	6000	240931554	241520478	588925	-	330	upstream	330	RGS7
chr1	241803613	241803762	150	*	X02594	23596	241756452	241803701	47250	-	0	overlapStart	0	OPN3
chr1	242687767	242687961	195	*	X02595	200150	242251689	242687998	436310	-	0	inside	36	PLD5
chr1	242688007	242688217	211	*	X02596	200150	242251689	242687998	436310	-	8	upstream	8	PLD5
chr1	242688248	242688382	135	*	X02597	200150	242251689	242687998	436310	-	249	upstream	249	PLD5
chr1	243417531	243417620	90	*	X02598	10806	243419307	243663393	244087	+	1686	upstream	1686	SDCCAG8
chr1	243418061	243418240	180	*	X02599	10806	243419307	243663393	244087	+	1066	upstream	1066	SDCCAG8
chr1	244080371	244080505	135	*	X02607	339529	244080704	244210619	129916	+	198	upstream	198	LINC02774
chr1	244210621	244210710	90	*	X02609	10472	244212241	244220780	8540	+	1530	upstream	1530	ZBTB18
chr1	244211476	244211640	165	*	X02610	10472	244212241	244220780	8540	+	600	upstream	600	ZBTB18
chr1	244211896	244211970	75	*	X02611	10472	244212241	244220780	8540	+	270	upstream	270	ZBTB18
chr1	244212063	244212317	255	*	X02612	10472	244212241	244220780	8540	+	0	overlapStart	0	ZBTB18
chr1	244212378	244212902	525	*	X02613	10472	244212241	244220780	8540	+	0	inside	136	ZBTB18
chr1	244615170	244615289	120	*	X02617	159	244571794	244615436	43643	-	0	inside	146	ADSS2
chr1	244997536	244997670	135	*	X02619	116228	244998639	245008359	9721	+	968	upstream	968	COX20
chr1	244998482	244998601	120	*	X02620	116228	244998639	245008359	9721	+	37	upstream	37	COX20
chr1	244998902	244999171	270	*	X02621	116228	244998639	245008359	9721	+	0	inside	262	COX20
chr1	245317813	245317993	181	*	X02625	55083	245318287	245866428	548142	+	293	upstream	293	KIF26B
chr1	246670600	246670719	120	*	X02631	64754	245912642	246670644	758003	-	0	overlapStart	0	SMYD3
chr1	246730218	246730367	150	*	X02632	64216	246703863	246729565	25703	-	652	upstream	652	TFB2M
chr1	247094688	247094882	195	*	X02633	25909	247002402	247094726	92325	-	0	overlapStart	0	AHCTF1
chr1	247267659	247267763	105	*	X02635	79862	247263264	247267674	4411	-	0	overlapStart	0	ZNF669
chr1	249119590	249119949	360	*	X02642	100422879	249120576	249120642	67	+	626	upstream	626	MIR3124
chr1	249119590	249119949	360	*	X02642	80851	249104651	249120154	15504	-	0	inside	204	SH3BP5L
chr1	249119965	249120204	240	*	X02643	100422879	249120576	249120642	67	+	371	upstream	371	MIR3124
chr1	249119965	249120204	240	*	X02643	80851	249104651	249120154	15504	-	0	overlapStart	0	SH3BP5L
chr1	249121330	249121334	5	*	X02644	80851	249104651	249120154	15504	-	1175	upstream	1175	SH3BP5L
chr1	249132298	249132447	150	*	X02645	79894	249132530	249143714	11185	+	82	upstream	82	ZNF672
chr1	249132653	249132712	60	*	X02646	79894	249132530	249143714	11185	+	0	inside	122	ZNF672
chr1	249153009	249153128	120	*	X02649	55657	249144203	249153315	9113	-	0	inside	186	ZNF692
chr1	249200201	249200350	150	*	X02651	267002	249200442	249213345	12904	+	91	upstream	91	PGBD2
chr10	977723	977776	54	*	X02663	23185	852854	977645	124792	-	77	upstream	77	LARP4B
chr10	977843	978862	1020	*	X02664	23185	852854	977645	124792	-	197	upstream	197	LARP4B
chr10	1094654	1094773	120	*	X02665	22884	1095478	1178237	82760	+	704	upstream	704	WDR37
chr10	1095344	1095418	75	*	X02666	22884	1095478	1178237	82760	+	59	upstream	59	WDR37
chr10	1102763	1102912	150	*	X02667	3422	1085964	1102644	16681	-	118	upstream	118	IDI1
chr10	1103003	1103107	105	*	X02668	3422	1085964	1102644	16681	-	358	upstream	358	IDI1
chr10	1103168	1103377	210	*	X02669	3422	1085964	1102644	16681	-	523	upstream	523	IDI1
chr10	3215204	3215813	610	*	X02671	10531	3179116	3215033	35918	-	170	upstream	170	PITRM1
chr10	3827791	3828090	300	*	X02674	1316	3818188	3827473	9286	-	317	upstream	317	KLF6
chr10	5454795	5455019	225	*	X02677	10276	5454514	5501019	46506	+	0	inside	280	NET1
chr10	5726682	5726786	105	*	X02680	54906	5726801	5805703	78903	+	14	upstream	14	TASOR2
chr10	5855379	5855558	180	*	X02682	2665	5807186	5855512	48327	-	0	overlapStart	0	GDI2
chr10	5932374	5932613	240	*	X02683	54522	5903689	5931860	28172	-	513	upstream	513	ANKRD16
chr10	6186786	6186890	105	*	X02686	5209	6186843	6277507	90665	+	0	overlapStart	0	PFKFB3
chr10	6621558	6621692	135	*	X02693	439949	6622387	6627323	4937	+	694	upstream	694	PRKCQ-AS1
chr10	7453414	7453533	120	*	X02699	57713	7200586	7453448	252863	-	0	overlapStart	0	SFMBT2
chr10	7708740	7709024	285	*	X02700	80760	7601232	7708961	107730	-	0	overlapStart	0	ITIH5
chr10	7709037	7709146	110	*	X02701	80760	7601232	7708961	107730	-	75	upstream	75	ITIH5
chr10	7709226	7709666	441	*	X02702	80760	7601232	7708961	107730	-	264	upstream	264	ITIH5
chr10	7709697	7709906	210	*	X02703	80760	7601232	7708961	107730	-	735	upstream	735	ITIH5
chr10	7829560	7829694	135	*	X02704	509	7830093	7849762	19670	+	398	upstream	398	ATP5F1C
chr10	7829560	7829694	135	*	X02704	22944	7792925	7829990	37066	-	0	inside	295	KIN
chr10	8097382	8097498	117	*	X02712	399717	8092413	8095447	3035	-	1934	upstream	1934	GATA3-AS1
chr10	11784280	11784354	75	*	X02718	79746	11784356	11806065	21710	+	1	upstream	1	ECHDC3
chr10	11864888	11864891	4	*	X02719	254427	11865397	11914276	48880	+	505	upstream	505	PROSER2
chr10	12085365	12085415	51	*	X02724	26019	11962021	12085169	123149	-	195	upstream	195	UPF2
chr10	12111208	12111402	195	*	X02725	55526	12110916	12165227	54312	+	0	inside	291	DHTKD1
chr10	12390804	12390833	30	*	X02727	57118	12391583	12871733	480151	+	749	upstream	749	CAMK1D
chr10	12390879	12391088	210	*	X02728	57118	12391583	12871733	480151	+	494	upstream	494	CAMK1D
chr10	12391453	12391572	120	*	X02729	57118	12391583	12871733	480151	+	10	upstream	10	CAMK1D
chr10	13141310	13141459	150	*	X02731	10133	13142082	13180276	38195	+	622	upstream	622	OPTN
chr10	13141310	13141459	150	*	X02731	83643	12938625	13141713	203089	-	0	inside	253	CCDC3
chr10	13141972	13142226	255	*	X02732	10133	13142082	13180276	38195	+	0	overlapStart	0	OPTN
chr10	13141972	13142226	255	*	X02732	83643	12938625	13141713	203089	-	258	upstream	258	CCDC3
chr10	13142497	13142631	135	*	X02733	83643	12938625	13141713	203089	-	783	upstream	783	CCDC3
chr10	13143305	13143439	135	*	X02734	83643	12938625	13141713	203089	-	1591	upstream	1591	CCDC3
chr10	13341978	13342097	120	*	X02735	5264	13319796	13342130	22335	-	0	inside	32	PHYH
chr10	13390345	13390434	90	*	X02738	22929	13359438	13390298	30861	-	46	upstream	46	SEPHS1
chr10	13391680	13391919	240	*	X02739	22929	13359438	13390298	30861	-	1381	upstream	1381	SEPHS1
chr10	13629200	13629349	150	*	X02741	8559	13628939	13697929	68991	+	0	inside	260	PRPF18
chr10	14919876	14920026	151	*	X02748	79723	14920782	14946304	25523	+	755	upstream	755	SUV39H2
chr10	15001501	15001650	150	*	X02749	644890	15001438	15014850	13413	+	0	inside	62	MEIG1
chr10	15210393	15210542	150	*	X02752	9397	15147771	15210695	62925	-	0	inside	152	NMT2
chr10	15413085	15413264	180	*	X02754	221061	15253644	15413058	159415	-	26	upstream	26	FAM171A1
chr10	15413280	15413459	180	*	X02755	221061	15253644	15413058	159415	-	221	upstream	221	FAM171A1
chr10	15761417	15761523	107	*	X02757	8516	15559088	15761770	202683	-	0	inside	246	ITGA8
chr10	15761842	15761976	135	*	X02758	8516	15559088	15761770	202683	-	71	upstream	71	ITGA8
chr10	16478929	16479048	120	*	X02759	9317	16478942	16555744	76803	+	0	overlapStart	0	PTER
chr10	16859191	16859325	135	*	X02760	6251	16632617	16859453	226837	-	0	inside	127	RSU1
chr10	16859746	16859850	105	*	X02761	6251	16632617	16859453	226837	-	292	upstream	292	RSU1
chr10	17659327	17659461	135	*	X02765	9200	17631958	17659373	27416	-	0	overlapStart	0	HACD1
chr10	18940519	18940623	105	*	X02768	221078	18834264	18940550	106287	-	0	overlapStart	0	NSUN6
chr10	18948246	18948365	120	*	X02769	221079	18948313	18966940	18628	+	0	overlapStart	0	ARL5B
chr10	20105057	20105146	90	*	X02771	84898	20105372	20569115	463744	+	225	upstream	225	PLXDC2
chr10	21462290	21462454	165	*	X02773	100128511	21462919	21463852	934	+	464	upstream	464	NEBL-AS1
chr10	21463175	21463264	90	*	X02774	100128511	21462919	21463852	934	+	0	inside	255	NEBL-AS1
chr10	21463175	21463264	90	*	X02774	10529	21068903	21463116	394214	-	58	upstream	58	NEBL
chr10	21785963	21786112	150	*	X02778	100302129	21785491	21785570	80	-	392	upstream	392	MIR1915
chr10	21785963	21786112	150	*	X02778	399726	21783421	21786213	2793	-	0	inside	100	MIR1915HG
chr10	21786158	21786277	120	*	X02779	100302129	21785491	21785570	80	-	587	upstream	587	MIR1915
chr10	21786158	21786277	120	*	X02779	399726	21783421	21786213	2793	-	0	overlapStart	0	MIR1915HG
chr10	21822693	21822902	210	*	X02786	8028	21823101	22032559	209459	+	198	upstream	198	MLLT10
chr10	21823143	21823187	45	*	X02787	8028	21823101	22032559	209459	+	0	inside	41	MLLT10
chr10	21823334	21823588	255	*	X02788	8028	21823101	22032559	209459	+	0	inside	232	MLLT10
chr10	22292527	22292646	120	*	X02790	64215	22045477	22292650	247174	-	0	inside	3	DNAJC1
chr10	22609726	22610143	418	*	X02792	648	22610139	22620414	10276	+	0	overlapStart	0	BMI1
chr10	23217181	23217300	120	*	X02799	219681	23216954	23326514	109561	+	0	inside	226	ARMC3
chr10	23384143	23384532	390	*	X02800	22921	23384427	23410942	26516	+	0	overlapStart	0	MSRB2
chr10	23384549	23384827	279	*	X02801	22921	23384427	23410942	26516	+	0	inside	121	MSRB2
chr10	23728378	23728482	105	*	X02805	220213	23728198	23731310	3113	+	0	inside	179	OTUD1
chr10	25241263	25241502	240	*	X02810	56952	25137554	25241533	103980	-	0	inside	30	PRTFDC1
chr10	25241548	25241697	150	*	X02811	56952	25137554	25241533	103980	-	14	upstream	14	PRTFDC1
chr10	25242052	25242171	120	*	X02812	56952	25137554	25241533	103980	-	518	upstream	518	PRTFDC1
chr10	25463309	25463428	120	*	X02813	57512	25464290	25891157	426868	+	861	upstream	861	GPR158
chr10	25464239	25464358	120	*	X02814	57512	25464290	25891157	426868	+	0	overlapStart	0	GPR158
chr10	26504959	26505016	58	*	X02816	2572	26505236	26593491	88256	+	219	upstream	219	GAD2
chr10	26505152	26505346	195	*	X02817	2572	26505236	26593491	88256	+	0	overlapStart	0	GAD2
chr10	26727493	26727561	69	*	X02818	54518	26727266	26856732	129467	+	0	inside	226	APBB1IP
chr10	26986886	26986990	105	*	X02819	23590	26986595	27035726	49132	+	0	inside	290	PDSS1
chr10	27149802	27149981	180	*	X02822	10006	27035525	27150016	114492	-	0	inside	34	ABI1
chr10	27150211	27150273	63	*	X02823	10006	27035525	27150016	114492	-	194	upstream	194	ABI1
chr10	27389884	27390003	120	*	X02825	22852	27293045	27389427	96383	-	456	upstream	456	ANKRD26
chr10	28287536	28287715	180	*	X02831	55130	28101097	28287977	186881	-	0	inside	261	ARMC4
chr10	28592132	28592266	135	*	X02834	143098	28339923	28591995	252073	-	136	upstream	136	MPP7
chr10	28820721	28820945	225	*	X02835	51322	28821422	28912041	90620	+	476	upstream	476	WAC
chr10	28821081	28821200	120	*	X02836	51322	28821422	28912041	90620	+	221	upstream	221	WAC
chr10	28821081	28821200	120	*	X02836	220906	28808846	28821460	12615	-	0	inside	259	WAC-AS1
chr10	28821981	28822070	90	*	X02837	220906	28808846	28821460	12615	-	520	upstream	520	WAC-AS1
chr10	28822086	28822190	105	*	X02838	220906	28808846	28821460	12615	-	625	upstream	625	WAC-AS1
chr10	28822202	28822261	60	*	X02839	220906	28808846	28821460	12615	-	741	upstream	741	WAC-AS1
chr10	28822802	28822921	120	*	X02840	220906	28808846	28821460	12615	-	1341	upstream	1341	WAC-AS1
chr10	28822967	28823086	120	*	X02841	220906	28808846	28821460	12615	-	1506	upstream	1506	WAC-AS1
chr10	28965864	28965953	90	*	X02843	25805	28966424	28971868	5445	+	470	upstream	470	BAMBI
chr10	31321246	31321455	210	*	X02849	220929	31133565	31320866	187302	-	379	upstream	379	ZNF438
chr10	31608000	31608029	30	*	X02850	220930	31605457	31608024	2568	-	0	overlapStart	0	ZEB1-AS1
chr10	31608059	31608178	120	*	X02851	220930	31605457	31608024	2568	-	34	upstream	34	ZEB1-AS1
chr10	31608239	31608388	150	*	X02852	220930	31605457	31608024	2568	-	214	upstream	214	ZEB1-AS1
chr10	31609394	31609513	120	*	X02853	220930	31605457	31608024	2568	-	1369	upstream	1369	ZEB1-AS1
chr10	31609965	31610084	120	*	X02854	220930	31605457	31608024	2568	-	1940	upstream	1940	ZEB1-AS1
chr10	32668237	32668371	135	*	X02868	80314	32556644	32667726	111083	-	510	upstream	510	EPC1
chr10	35104236	35104594	359	*	X02877	56288	34398488	35104253	705766	-	0	overlapStart	0	PARD3
chr10	35379385	35379519	135	*	X02879	8453	35297479	35379570	82092	-	0	inside	50	CUL2
chr10	35415555	35415674	120	*	X02880	1390	35415769	35501886	86118	+	94	upstream	94	CREM
chr10	35415866	35415955	90	*	X02881	1390	35415769	35501886	86118	+	0	inside	96	CREM
chr10	38265249	38265548	300	*	X02889	219749	38238795	38265453	26659	-	0	overlapStart	0	ZNF25
chr10	38299720	38299914	195	*	X02890	7581	38299578	38354026	54449	+	0	inside	141	ZNF33A
chr10	38383428	38383562	135	*	X02891	7587	38383264	38412278	29015	+	0	inside	163	ZNF37A
chr10	38691575	38691634	60	*	X02894	285961	38671998	38691780	19783	-	0	inside	145	SEPTIN7P9
chr10	43048078	43048182	105	*	X02898	100129482	43008961	43048280	39320	-	0	inside	97	ZNF37BP
chr10	43134384	43134518	135	*	X02899	7582	43069631	43133992	64362	-	391	upstream	391	ZNF33B
chr10	43572160	43572504	345	*	X02902	5979	43572517	43625797	53281	+	12	upstream	12	RET
chr10	43633894	43634013	120	*	X02904	55454	43633893	43680754	46862	+	0	inside	0	CSGALNACT2
chr10	43634074	43634178	105	*	X02905	55454	43633893	43680754	46862	+	0	inside	180	CSGALNACT2
chr10	43762603	43762752	150	*	X02909	221002	43689984	43762367	72384	-	235	upstream	235	RASGEF1A
chr10	43904774	43904908	135	*	X02916	3185	43881065	43904696	23632	-	77	upstream	77	HNRNPF
chr10	43932773	43932892	120	*	X02917	642819	43932574	43978007	45434	+	0	inside	198	ZNF487
chr10	44102054	44102188	135	*	X02919	220992	44101855	44113352	11498	+	0	inside	198	ZNF485
chr10	44880426	44880719	294	*	X02925	6387	44865601	44880545	14945	-	0	overlapStart	0	CXCL12
chr10	45454375	45454509	135	*	X02927	83937	45455219	45490172	34954	+	709	upstream	709	RASSF4
chr10	45455140	45455289	150	*	X02928	83937	45455219	45490172	34954	+	0	overlapStart	0	RASSF4
chr10	45455140	45455289	150	*	X02928	220980	45306472	45455137	148666	-	2	upstream	2	TMEM72-AS1
chr10	45496558	45496782	225	*	X02931	7570	45496273	45500777	4505	+	0	inside	284	ZNF22
chr10	45496558	45496782	225	*	X02931	220979	45493146	45496470	3325	-	87	upstream	87	ZNF22-AS1
chr10	45869538	45869702	165	*	X02933	240	45869624	45941567	71944	+	0	overlapStart	0	ALOX5
chr10	45869898	45870062	165	*	X02934	240	45869624	45941567	71944	+	0	inside	273	ALOX5
chr10	46089972	46090106	135	*	X02938	220972	45952817	46090354	137538	-	0	inside	247	MARCHF8
chr10	46970598	46970687	90	*	X02942	83849	46955444	46970601	15158	-	0	overlapStart	0	SYT15
chr10	46970763	46970912	150	*	X02943	83849	46955444	46970601	15158	-	161	upstream	161	SYT15
chr10	46992449	46992943	495	*	X02944	9721	46993546	47000568	7023	+	602	upstream	602	GPRIN2
chr10	46993619	46993708	90	*	X02945	9721	46993546	47000568	7023	+	0	inside	72	GPRIN2
chr10	49514404	49514493	90	*	X02953	5599	49514786	49643183	128398	+	292	upstream	292	MAPK8
chr10	50323330	50323449	120	*	X02962	196740	50222333	50323559	101227	-	0	inside	109	VSTM4
chr10	50818060	50818164	105	*	X02964	6572	50818347	50820766	2420	+	182	upstream	182	SLC18A3
chr10	50970258	50970362	105	*	X02965	55753	50942687	50970425	27739	-	0	inside	62	OGDHL
chr10	51565308	51565442	135	*	X02969	8031	51565108	51590734	25627	+	0	inside	199	NCOA4
chr10	52385832	52385936	105	*	X02977	259230	52065345	52384923	319579	-	908	upstream	908	SGMS1
chr10	52499508	52499597	90	*	X02978	653308	52499688	52514569	14882	+	90	upstream	90	ASAH2B
chr10	52750553	52750687	135	*	X02979	5592	52750911	54058110	1307200	+	223	upstream	223	PRKG1
chr10	52750776	52750895	120	*	X02980	5592	52750911	54058110	1307200	+	15	upstream	15	PRKG1
chr10	60027637	60027741	105	*	X02987	55847	60028862	60049019	20158	+	1120	upstream	1120	CISD1
chr10	60027637	60027741	105	*	X02987	253430	59951278	60027694	76417	-	0	overlapStart	0	IPMK
chr10	60027892	60027951	60	*	X02988	55847	60028862	60049019	20158	+	910	upstream	910	CISD1
chr10	60027892	60027951	60	*	X02988	253430	59951278	60027694	76417	-	197	upstream	197	IPMK
chr10	60028042	60028146	105	*	X02989	55847	60028862	60049019	20158	+	715	upstream	715	CISD1
chr10	60028042	60028146	105	*	X02989	253430	59951278	60027694	76417	-	347	upstream	347	IPMK
chr10	60028627	60028731	105	*	X02990	55847	60028862	60049019	20158	+	130	upstream	130	CISD1
chr10	60028627	60028731	105	*	X02990	253430	59951278	60027694	76417	-	932	upstream	932	IPMK
chr10	60094654	60094773	120	*	X02991	7321	60094739	60130513	35775	+	0	overlapStart	0	UBE2D1
chr10	60145030	60145119	90	*	X02993	7019	60144903	60158990	14088	+	0	inside	126	TFAM
chr10	60272657	60272836	180	*	X02994	80114	60272904	60588845	315942	+	67	upstream	67	BICC1
chr10	61122593	61122712	120	*	X02997	220965	61005889	61122661	116773	-	0	overlapStart	0	FAM13C
chr10	62760996	62761130	135	*	X03004	9886	62629198	62761198	132001	-	0	inside	67	RHOBTB1
chr10	62761191	62761310	120	*	X03005	9886	62629198	62761198	132001	-	0	overlapStart	0	RHOBTB1
chr10	62761386	62761490	105	*	X03006	9886	62629198	62761198	132001	-	187	upstream	187	RHOBTB1
chr10	63660009	63660128	120	*	X03008	84159	63661013	63856707	195695	+	884	upstream	884	ARID5B
chr10	63660384	63660503	120	*	X03009	84159	63661013	63856707	195695	+	509	upstream	509	ARID5B
chr10	64028647	64028751	105	*	X03014	219790	63942794	64028466	85673	-	180	upstream	180	RTKN2
chr10	64578687	64578806	120	*	X03020	1959	64571756	64578927	7172	-	0	inside	120	EGR2
chr10	65281180	65281299	120	*	X03023	221035	65281123	65384883	103761	+	0	inside	56	REEP3
chr10	69835041	69835160	120	*	X03038	26091	69681656	69835103	153448	-	0	overlapStart	0	HERC4
chr10	69835190	69835279	90	*	X03039	26091	69681656	69835103	153448	-	86	upstream	86	HERC4
chr10	70287285	70287389	105	*	X03041	8034	70242090	70287280	45191	-	4	upstream	4	SLC25A16
chr10	70319955	70320059	105	*	X03042	80312	70320117	70454239	134123	+	57	upstream	57	TET1
chr10	70480428	70480562	135	*	X03044	55749	70480971	70551309	70339	+	408	upstream	408	CCAR1
chr10	70481148	70481282	135	*	X03045	55749	70480971	70551309	70339	+	0	inside	176	CCAR1
chr10	70847652	70847771	120	*	X03046	5552	70847828	70864567	16740	+	56	upstream	56	SRGN
chr10	70883315	70883419	105	*	X03047	9559	70883908	70932616	48709	+	488	upstream	488	VPS26A
chr10	70884125	70884244	120	*	X03048	9559	70883908	70932616	48709	+	0	inside	216	VPS26A
chr10	70979973	70980107	135	*	X03049	80201	70980059	71027315	47257	+	0	overlapStart	0	HKDC1
chr10	71211004	71211153	150	*	X03051	23555	71211226	71267423	56198	+	72	upstream	72	TSPAN15
chr10	71334865	71334969	105	*	X03054	50674	71331791	71333210	1420	-	1654	upstream	1654	NEUROG3
chr10	71334985	71335089	105	*	X03055	50674	71331791	71333210	1420	-	1774	upstream	1774	NEUROG3
chr10	71389660	71389764	105	*	X03056	219738	71390003	71393355	3353	+	238	upstream	238	FAM241B
chr10	71561586	71561705	120	*	X03057	1305	71561644	71718904	157261	+	0	overlapStart	0	COL13A1
chr10	71929870	71930169	300	*	X03060	56681	71909961	71930285	20325	-	0	inside	115	SAR1A
chr10	71993796	71993900	105	*	X03062	5464	71962586	71993190	30605	-	605	upstream	605	PPA1
chr10	72237782	72237946	165	*	X03064	27143	72238564	72328206	89643	+	617	upstream	617	PALD1
chr10	72238307	72238456	150	*	X03065	27143	72238564	72328206	89643	+	107	upstream	107	PALD1
chr10	72432071	72432220	150	*	X03066	140766	72432559	72522195	89637	+	338	upstream	338	ADAMTS14
chr10	72575888	72576217	330	*	X03067	8879	72575704	72640932	65229	+	0	inside	183	SGPL1
chr10	72972117	72972206	90	*	X03070	219699	72972292	73062635	90344	+	85	upstream	85	UNC5B
chr10	73078945	73079064	120	*	X03075	55315	73079010	73123147	44138	+	0	overlapStart	0	SLC29A3
chr10	73156501	73156710	210	*	X03076	64072	73156691	73575704	419014	+	0	overlapStart	0	CDH23
chr10	73533805	73533819	15	*	X03079	64115	73507314	73533337	26024	-	467	upstream	467	VSIR
chr10	74032340	74032371	32	*	X03088	54541	74033677	74035797	2121	+	1305	upstream	1305	DDIT4
chr10	74385910	74386044	135	*	X03093	10367	74127084	74385949	258866	-	0	overlapStart	0	MICU1
chr10	74927993	74928172	180	*	X03095	317662	74927877	75001939	74063	+	0	inside	115	FAM149B1
chr10	74927993	74928172	180	*	X03095	11319	74894282	74927853	33572	-	139	upstream	139	ECD
chr10	75012080	75012199	120	*	X03096	51021	75006446	75012451	6006	-	0	inside	251	MRPS16
chr10	75255593	75255892	300	*	X03097	5532	75196563	75255782	59220	-	0	overlapStart	0	PPP3CB
chr10	75541389	75541508	120	*	X03100	118487	75541808	75543406	1599	+	299	upstream	299	CHCHD1
chr10	75541989	75542123	135	*	X03101	118487	75541808	75543406	1599	+	0	inside	180	CHCHD1
chr10	75545169	75545288	120	*	X03102	23053	75545382	75561556	16175	+	93	upstream	93	ZSWIM8
chr10	75571659	75571682	24	*	X03105	8509	75561669	75571589	9921	-	69	upstream	69	NDST2
chr10	75571784	75571864	81	*	X03106	8509	75561669	75571589	9921	-	194	upstream	194	NDST2
chr10	75633475	75634284	810	*	X03107	818	75572259	75634349	62091	-	0	inside	64	CAMK2G
chr10	75634325	75634459	135	*	X03108	818	75572259	75634349	62091	-	0	overlapStart	0	CAMK2G
chr10	75668821	75668940	120	*	X03109	5328	75670862	75677258	6397	+	1921	upstream	1921	PLAU
chr10	75670786	75670995	210	*	X03110	5328	75670862	75677258	6397	+	0	overlapStart	0	PLAU
chr10	75910820	75911209	390	*	X03114	132	75910943	76469061	558119	+	0	overlapStart	0	ADK
chr10	75910820	75911209	390	*	X03114	26985	75880015	75910826	30812	-	0	overlapStart	0	AP3M1
chr10	76584552	76584671	120	*	X03115	23522	76586171	76792380	206210	+	1499	upstream	1499	KAT6B
chr10	76585118	76585387	270	*	X03116	23522	76586171	76792380	206210	+	783	upstream	783	KAT6B
chr10	76585493	76585841	349	*	X03117	23522	76586171	76792380	206210	+	329	upstream	329	KAT6B
chr10	76585883	76586031	149	*	X03118	23522	76586171	76792380	206210	+	139	upstream	139	KAT6B
chr10	76995465	76995599	135	*	X03124	118881	76993729	76995770	2042	-	0	inside	170	COMTD1
chr10	77054442	77054666	225	*	X03125	253264	77056141	77121436	65296	+	1474	upstream	1474	ZNF503-AS1
chr10	77055132	77055236	105	*	X03126	253264	77056141	77121436	65296	+	904	upstream	904	ZNF503-AS1
chr10	77159779	77159883	105	*	X03127	100131213	77161286	77168740	7455	+	1402	upstream	1402	ZNF503-AS2
chr10	77160259	77160378	120	*	X03128	100131213	77161286	77168740	7455	+	907	upstream	907	ZNF503-AS2
chr10	77161032	77161121	90	*	X03129	100131213	77161286	77168740	7455	+	164	upstream	164	ZNF503-AS2
chr10	77162164	77162328	165	*	X03130	84858	77157603	77161513	3911	-	650	upstream	650	ZNF503
chr10	77162502	77162621	120	*	X03131	84858	77157603	77161513	3911	-	988	upstream	988	ZNF503
chr10	77163417	77163521	105	*	X03132	84858	77157603	77161513	3911	-	1903	upstream	1903	ZNF503
chr10	79397594	79397698	105	*	X03142	3778	78629359	79397577	768219	-	16	upstream	16	KCNMA1
chr10	79398299	79398403	105	*	X03143	3778	78629359	79397577	768219	-	721	upstream	721	KCNMA1
chr10	79686412	79686501	90	*	X03144	100128292	79686570	79689583	3014	+	68	upstream	68	DLG5-AS1
chr10	79686412	79686501	90	*	X03144	9231	79550549	79686348	135800	-	63	upstream	63	DLG5
chr10	79686532	79686651	120	*	X03145	100128292	79686570	79689583	3014	+	0	overlapStart	0	DLG5-AS1
chr10	79686532	79686651	120	*	X03145	9231	79550549	79686348	135800	-	183	upstream	183	DLG5
